2026-04-27 11:38:45,33,3289,189
2026-04-27 11:38:47,50,1493,195
2026-04-27 11:38:49,77,2748,189
2026-04-27 11:38:51,78,1182,213
2026-04-27 11:38:53,56,1822,201
2026-04-27 11:38:55,28,3082,183
2026-04-27 11:38:57,24,3894,191
2026-04-27 11:38:59,59,4453,203
2026-04-27 11:39:01,65,4424,171
2026-04-27 11:39:03,4,1416,188
2026-04-27 11:39:05,15,1070,174
2026-04-27 11:39:07,63,1486,197
2026-04-27 11:39:09,59,4027,182
2026-04-27 11:39:11,2,1783,190
2026-04-27 11:39:13,20,3046,173
2026-04-27 11:39:15,38,2932,187
2026-04-27 11:39:17,80,837,201
2026-04-27 11:39:19,69,1381,209
2026-04-27 11:39:21,45,1265,183
2026-04-27 11:39:23,17,3283,217
2026-04-27 11:39:25,19,1986,173
2026-04-27 11:39:27,76,2150,202
2026-04-27 11:39:29,33,4367,178
2026-04-27 11:39:31,64,2070,172
2026-04-27 11:39:33,43,3973,215
2026-04-27 11:39:35,8,2951,189
2026-04-27 11:39:37,61,3247,216
2026-04-27 11:39:39,5,2558,216
2026-04-27 12:54:55,80,2630,213
2026-04-27 12:54:57,72,1799,213
2026-04-27 12:54:59,33,1710,198
2026-04-27 12:55:01,13,3382,214
2026-04-27 12:55:03,49,2553,186
2026-04-27 12:55:25,0,0,0
2026-04-27 12:55:27,0,0,0
2026-04-27 12:55:29,0,0,0
2026-04-27 12:55:31,0,0,0
2026-04-27 12:55:33,0,0,0
2026-04-27 12:55:35,0,0,0
2026-04-27 12:55:37,0,0,0
2026-04-27 12:55:39,0,0,0
2026-04-27 12:55:41,0,0,0
2026-04-27 12:55:43,0,0,0
2026-04-27 12:55:45,0,0,0
2026-04-27 12:55:47,0,0,0
2026-04-27 12:55:49,0,0,0
2026-04-27 12:55:51,0,0,0
2026-04-27 12:55:53,0,0,0
2026-04-27 12:55:56,0,0,0
2026-04-27 12:55:58,0,0,0
2026-04-27 12:56:00,0,0,0
2026-04-27 12:56:02,0,0,0
2026-04-27 12:56:04,0,0,0
2026-04-27 12:56:06,0,0,0
2026-04-27 12:56:08,0,0,0
2026-04-27 12:56:14,0,0,0
2026-04-27 12:56:16,0,0,0
2026-04-27 12:56:18,0,0,0
2026-04-27 12:56:20,0,0,0
2026-04-27 12:56:22,0,0,0
2026-04-27 12:56:24,0,0,0
2026-04-27 12:56:26,0,0,0
2026-04-27 12:57:11,0,0,0
2026-04-27 12:57:13,0,0,0
2026-04-27 12:57:15,0,0,0
2026-04-27 12:57:17,0,0,0
2026-04-27 12:57:19,0,0,0
2026-04-27 12:57:21,0,0,0
2026-04-27 12:57:23,0,0,0
2026-04-27 12:57:25,0,0,0
2026-04-27 12:57:27,0,0,0
2026-04-27 12:57:29,0,0,0
2026-04-27 12:57:31,0,0,0
2026-04-27 12:57:33,0,0,0
2026-04-27 12:57:35,0,0,0
2026-04-27 12:57:37,0,0,0
2026-04-27 12:57:39,0,0,0
2026-04-27 12:57:41,0,0,0
2026-04-27 12:57:43,0,0,0
2026-04-27 12:57:45,0,0,0
2026-04-27 12:57:47,0,0,0
2026-04-27 12:57:49,0,0,0
2026-04-27 12:57:51,0,0,0
2026-04-27 12:57:53,0,0,0
2026-04-27 12:57:55,0,0,0
2026-04-27 12:57:57,0,0,0
2026-04-27 12:57:59,0,0,0
2026-04-27 12:58:01,0,0,0
2026-04-27 12:58:03,0,0,0
2026-04-27 12:58:05,0,0,0
2026-04-27 12:58:07,0,0,0
2026-04-27 12:58:10,0,0,0
2026-04-27 12:58:12,0,0,0
2026-04-27 12:58:14,0,0,0
2026-04-27 12:58:16,0,0,0
2026-04-27 12:58:18,0,0,0
2026-04-27 12:58:20,0,0,0
2026-04-27 12:58:22,0,0,0
2026-04-27 12:58:24,0,0,0
2026-04-27 12:58:26,0,0,0
2026-04-27 12:58:28,0,0,0
2026-04-27 12:58:30,0,0,0
2026-04-27 12:58:32,0,0,0
2026-04-27 12:58:34,0,0,0
2026-04-27 12:58:36,0,0,0
2026-04-27 12:58:38,0,0,0
2026-04-27 12:58:40,0,0,0
2026-04-27 12:58:42,0,0,0
2026-04-27 12:58:44,0,0,0
2026-04-27 12:58:46,0,0,0
2026-04-27 12:58:48,0,0,0
2026-04-27 12:58:50,0,0,0
2026-04-27 12:58:52,0,0,0
2026-04-27 12:58:54,0,0,0
2026-04-27 12:58:56,0,0,0
2026-04-27 12:58:58,0,0,0
2026-04-27 12:59:00,0,0,0
2026-04-27 12:59:02,0,0,0
2026-04-27 12:59:04,0,0,0
2026-04-27 12:59:06,0,0,0
2026-04-27 12:59:08,0,0,0
2026-04-27 12:59:10,0,0,0
2026-04-27 12:59:12,0,0,0
2026-04-27 12:59:14,0,0,0
2026-04-27 12:59:16,0,0,0
2026-04-27 12:59:18,0,0,0
2026-04-27 12:59:20,0,0,0
2026-04-27 12:59:22,0,0,0
2026-04-27 12:59:24,0,0,0
2026-04-27 12:59:26,0,0,0
2026-04-27 12:59:28,0,0,0
2026-04-27 12:59:30,0,0,0
2026-04-27 12:59:32,0,0,0
2026-04-27 12:59:34,0,0,0
2026-04-27 12:59:36,0,0,0
2026-04-27 12:59:38,0,0,0
2026-04-27 12:59:40,0,0,0
2026-04-27 12:59:42,0,0,0
2026-04-27 12:59:44,0,0,0
2026-04-27 14:26:23,3,1050,170
2026-04-27 14:26:25,8,1098,170
2026-04-27 14:26:27,14,1286,170
2026-04-27 14:26:29,13,1478,170
2026-04-27 14:26:31,17,1573,170
2026-04-27 14:26:33,23,1707,172
2026-04-27 14:26:35,22,1821,172
2026-04-27 14:26:37,25,1348,172
2026-04-27 14:26:39,22,1598,174
2026-04-27 14:26:41,25,1724,175
2026-04-27 14:26:43,21,1508,176
2026-04-27 14:26:45,24,1743,176
2026-04-27 14:26:47,25,1917,176
2026-04-27 14:26:49,24,1978,178
2026-04-27 14:26:51,21,1360,178
2026-04-27 14:26:53,21,1492,179
2026-04-27 14:26:55,23,1768,179
2026-04-27 14:26:57,24,1724,179
2026-04-27 14:26:59,29,1905,180
2026-04-27 14:27:01,30,1820,180
2026-04-27 14:27:03,35,1637,180
2026-04-27 14:27:05,32,2334,181
2026-04-27 14:27:07,36,2209,181
2026-04-27 14:27:09,39,2304,182
2026-04-27 14:27:11,45,2612,183
2026-04-27 14:27:13,44,2657,183
2026-04-27 14:27:15,50,2841,183
2026-04-27 14:27:18,55,2706,184
2026-04-27 14:27:20,51,2168,186
2026-04-27 14:27:22,57,2236,186
2026-04-27 14:27:24,57,2756,188
2026-04-27 14:27:26,61,3066,189
2026-04-27 14:27:28,62,2831,191
2026-04-27 14:27:30,62,2452,193
2026-04-27 14:27:32,62,3446,193
2026-04-27 14:27:34,67,3152,193
2026-04-27 14:27:36,69,3038,195
2026-04-27 14:27:38,75,3737,195
2026-04-27 14:27:40,73,3458,194
2026-04-27 14:27:42,73,3216,194
2026-04-27 14:27:44,73,3835,195
2026-04-27 14:27:46,77,3178,195
2026-04-27 14:27:48,77,3472,195
2026-04-27 14:27:50,80,3513,194
2026-04-27 14:27:52,80,3388,194
2026-04-27 14:27:54,80,3504,194
2026-04-27 14:27:56,80,3623,195
2026-04-27 14:27:58,80,3818,194
2026-04-27 14:28:00,80,3227,195
2026-04-27 14:28:02,80,3340,195
2026-04-27 14:28:04,80,4250,194
2026-04-27 14:28:06,80,2887,195
2026-04-27 14:28:08,80,3705,194
2026-04-27 14:28:10,80,4269,195
2026-04-27 14:28:12,80,3356,195
2026-04-27 14:28:14,80,3440,194
2026-04-27 14:28:22,3,857,171
2026-04-27 14:28:24,7,1176,172
2026-04-27 14:28:26,9,1064,173
2026-04-27 14:28:28,14,1165,175
2026-04-27 14:28:30,16,1161,175
2026-04-27 14:28:32,14,1237,176
2026-04-27 14:28:34,17,1659,177
2026-04-27 14:28:36,16,1291,178
2026-04-27 14:28:38,19,1579,179
2026-04-27 14:28:40,24,1825,179
2026-04-27 14:28:42,30,1627,180
2026-04-27 14:28:44,31,1719,180
2026-04-27 14:28:46,36,1993,180
2026-04-27 14:28:48,32,2167,181
2026-04-27 14:28:50,37,1624,183
2026-04-27 14:28:52,41,2050,185
2026-04-27 14:28:54,45,2414,186
2026-04-27 14:28:56,50,2946,186
2026-04-27 14:28:58,50,2320,187
2026-04-27 14:29:00,49,2663,188
2026-04-27 14:29:02,52,3030,190
2026-04-27 14:29:04,48,2609,192
2026-04-27 14:29:06,53,2326,194
2026-04-27 14:29:08,53,2236,196
2026-04-27 14:29:10,56,2659,196
